Agglomeration_ID,Agglomeration_Name,ISO3,Population_1950,Population_1960,Population_1970,Population_1980,Population_1990,Population_2000,Population_2010,Population_2015,Population_2020,Population_2025,Population_2030,Population_2035,Population_2040,Population_2045,Population_2050
32,Abidjan,CIV,63811,224605,580844,1251272,2107460,3044942,4108908,4717347,5877152,6718596.35482001,7615721.08369304,8624512.82922729,9605331.4074291,11004387.8856542,12180100.7636512
2088,Bouake,CIV,27710,59321,122386,222411,357309,472921,518652,552444,690125,804049.756911749,927324.584636782,1057321.85338096,1193462.2038287,1333188.27505188,1475918.4847264
4997,Korhogo,CIV,0,18589,34679,67165,115951,147261,212756,250310,336946,418291.122474317,505709.27666333,600400.692318752,701965.643325016,808608.730384703,919802.523414898
2557,Daloa,CIV,0,17058,47137,81371,132354,181575,226568,260984,320653,366443.27034047,415249.417241921,465923.254299766,518231.88442602,571157.078808856,624505.010494887
7768,San-Pedro,CIV,0,0,0,40646,80779,143795,156006,169513,221456,284354.451586319,339961.489697791,399893.490784035,463894.849748368,530821.326841939,600351.261965594
9054,Yamoussoukro,CIV,0,0,17819,56638,118460,165535,199746,220423,255894,277060.680059105,297774.421633843,333799.760888482,352926.884632553,370194.810313722,385613.818574859
3320,Gagnoa,CIV,15240,17748,30602,56456,89427,110621,145380,164910,202999,229469.514192139,257380.926681449,286031.973124574,315288.006668057,344564.346152926,373765.219007183
2786,Divo,CIV,0,0,27182,49498,75318,88711,100298,108316,178334,225166.164340737,277649.383132612,334927.646960184,396762.872530796,497683.180642323,604552.301979351
5631,Man,CIV,0,18021,39594,63426,93763,121281,141578,154617,190891,214537.810382912,239308.046702213,264554.940757453,290158.201740316,315597.650395135,340796.540874619
8183,Soubre,CIV,0,0,0,12361,37432,62873,89864,103999,139723,172800.975104666,214670.638499046,255585.053018045,299523.614302619,351723.660427771,400542.16190224
28,Abengourou,CIV,0,0,23564,40582,61469,75862,96058,108296,126471,137275.163187991,147919.247705983,158024.236205591,167535.138485653,176223.051866572,184089.137312022
2897,Duekoue,CIV,0,0,10645,20819,28759,39158,72310,92775,112628,120894.730756756,128766.916693212,135920.814408689,142314.336547927,147775.881462554,152320.973845543
2038,Bondoukou,CIV,0,0,11999,23947,35213,46190,74550,91242,103844,112290.478619873,120526.527794761,128245.262591609,135403.689015013,141823.965731458,147511.588425601
2523,Dabou,CIV,0,0,16670,29370,42189,55973,59778,66692,89764,111138.831756278,134949.299445454,166580.13583723,195336.380279787,0,0
2087,Bouafle,CIV,0,0,0,21904,37090,50181,71828,83736,98676,110745.960848186,123368.074014113,136209.573403914,149209.058453155,162101.292780249,174848.24777184
250,Agboville,CIV,0,14117,25811,33872,47878,54965,51602,58548,91975,109173.58923139,127993.15086133,148062.981275477,169295.627033561,191302.291020745,213983.907297287
218,Adzope,CIV,0,10313,24549,27620,36809,45202,54553,60349,81975,102061.672871459,124478.013920241,148845.202442616,175061.118551271,202665.99394468,231520.644504173
5203,Lakota,CIV,0,0,0,15809,23173,31468,26695,25668,71179,97982.9313879172,128551.0660265,162459.190314474,199571.062945685,239264.630105174,281318.900016962
2047,Bonon,CIV,0,0,0,13917,21053,29631,68578,95086,97459,97459,97459,97459,97459,97459,97459
4129,Issia,CIV,0,0,0,16409,30854,43178,51017,54850,73135,88292.4170745298,105014.359885066,122990.979352839,142145.2072208,162132.620229098,182858.596826992
3651,Guiglo,CIV,0,0,0,14241,24621,38451,49000,53999,70969,86551.2293320639,103814.151236207,122448.201458606,142374.154959211,163236.994005345,184935.554531005
8110,Sinfra,CIV,0,0,10291,22134,36813,51926,73185,82892,85807,85807,85807,85807,85807,85807,85807
7836,Seguela,CIV,0,0,10775,17750,31579,45461,48601,47468,67821,85414.8989490914,105117.640934883,126605.886359522,149790.191512107,174266.956773707,199910.5970971
2048,Bonoua,CIV,0,0,13814,18484,23110,33752,36453,39191,66897,85402.6872109978,106202.650708115,128966.237467944,153599.371792134,0,0
2591,Danane,CIV,0,0,16612,23708,34499,58423,63851,64011,76438,84896.6256874714,93617.2146405711,102351.063918158,111055.138514285,119545.187869058,127801.285485242
3230,Ferkessedougou,CIV,0,0,17559,28975,36474,42703,53246,58850,71312,81954.1196180301,93352.2418013686,105246.347767146,117582.312314587,130122.771766489,142819.715457325
6963,Odienne,CIV,0,0,10745,18590,30964,45751,43481,43341,61935,79341.7632337755,98923.5351194896,120371.402852779,143596.877983925,168199.500410921,194050.254561529
261,Agnibilekrou,CIV,0,0,0,17580,26058,34449,44106,49958,63660,76018.2020606648,89582.8446075051,104092.723838933,119485.001129013,135479.760257181,152003.574403088
5894,Meagui,CIV,0,0,0,0,0,20390,43390,64488,71203,74999.0239517284,78279.6218365452,80854.6790645622,82704.8546993048,83755.701745948,84032.3312393655
4648,Katiola,CIV,0,0,15783,25948,34776,39221,40645,41436,56664,74729.4410442352,91429.0110113628,109603.422024074,129176.692937482,149806.46419009,171388.060136786
2608,Daoukro,CIV,0,0,14148,21419,25203,38878,42198,45570,60721,71120.523328403,82412.611233367,94362.2459197694,106916.54279144,119841.546993545,133082.068394678
8819,Vavoua,CIV,0,0,0,12014,19281,27699,52971,68955,70051,70051,70051,70051,70051,70051,70051
2128,Boundiali,CIV,0,0,0,13739,23197,28865,37052,41069,55177,68239.3317642118,82784.5851676784,98562.4379040996,115506.480159424,133318.142655089,151908.638830687
8597,Toumodi,CIV,0,0,0,16166,23870,33107,42120,44385,56050,65974.1976413733,76782.6827148045,88255.2122268834,100341.320182901,112817.321657842,125628.799616915
1971,Blolequin,CIV,0,0,0,0,0,28893,31413,33156,47480,60891.3817564059,75982.6420275154,92516.2814306151,110424.122486614,238198.323383528,282445.341410747
46,Aboisso,CIV,0,0,11526,16846,22497,28156,40105,46954,52186,55354.5350664348,58217.1632650589,60630.6141364008,62578.7493076579,63997.8096357467,64902.06717187
3811,Hire,CIV,0,0,0,11718,15224,18473,27844,32845,44022,54363.5988609789,65873.4503125716,78352.6527779681,91748.6285855087,105825.072410407,120512.002591653
2748,Dimbokro,CIV,0,0,22139,33769,39880,48040,49364,50213,53170,53170,53170,53170,53170,53170,53170
9105,Zagne,CIV,0,0,0,0,10076,19639,37876,50217,51834,51834,51834,51834,51834,51834,51834
6634,N'Douci,CIV,0,0,0,10241,15252,20663,30003,27863,39774,50923.4791354943,63464.3395947356,125663.369153837,147673.585377911,170841.049378416,195049.251684218
8094,Sikensi,CIV,0,0,0,0,0,12415,22561,35551,40235,49573.9506668247,59959.6361062052,104104.019613963,121959.044620793,140725.244160803,160309.178530791
421,Akoupe,CIV,0,0,0,14628,20705,22097,25373,27407,44983,48290.7803004707,51442.1149585225,54307.6406352719,56870.5169121596,59062.0620049089,60888.4112140955
8449,Tengrela,CIV,0,0,0,12959,22281,22335,35749,41440,45302,47202.6196064688,48679.6049117117,49617.2345005128,50005.8173261433,50005.8173261433,50005.8173261433
7224,Oume,CIV,0,0,0,21206,29564,29751,41351,46462,46293,46293,46293,46293,46293,46293,46293
223,Affery,CIV,0,0,0,15448,17682,21154,21472,22380,35330,44953.4354394015,55760.6590212759,67578.5698970148,80358.2458636622,93878.5332622981,123833.613564579
1829,Beoumi,CIV,0,0,0,12040,14549,23027,24442,26233,40576,42866.2855330668,44886.4820344737,46526.9569350072,47776.0429134535,48588.2910066793,48976.6520100916
2043,Bongouanou,CIV,0,0,11301,18314,19999,22254,26366,28841,40116,42741.8271263519,45167.8632892654,47282.0397722329,49070.9847554555,50481.1604684145,51521.5044057396
7160,Ouangolodougou,CIV,0,0,0,0,13249,19027,32369,39043,41885,42714.8645226473,42980.5626659131,42980.5626659131,42980.5626659131,42980.5626659131,42980.5626659131
8352,Tanda,CIV,0,0,0,0,12315,16949,24410,28425,36519,42063.7315614405,48013.2606429747,54233.4655474509,60696.1465733693,67277.4910846947,73951.8979110201
8585,Touba,CIV,0,0,0,0,16719,22534,24227,22980,32187,40788.5639564296,50437.7754834032,60978.6199136723,72367.3694241431,84406.4896131675,97033.6871274687
8260,Tabou,CIV,0,0,0,0,11644,25295,24925,23363,32074,40184.7729728856,49253.850241086,59130.4522920679,69773.3450375927,80996.649949971,92743.2186374277
9185,Zouan-Hounien,CIV,0,0,0,0,0,14344,20375,23506,32804,37910.0317148809,43402.9962021465,49161.1399601954,55158.4950752068,61280.8606121823,67503.899033097
1295,Arrah,CIV,0,0,11689,19677,21620,23411,23869,24790,30537,35556.91804677,40986.6416962948,46710.1168089958,52701.8147170423,58849.0777895532,65126.3973621352
8487,Tiassale,CIV,0,0,0,15767,19601,18396,20056,20613,29698,35436.3354728042,41732.4868260866,0,0,0,0
6755,Nielle,CIV,0,0,0,0,0,0,17339,19646,27676,35183.3563088907,43612.233105114,52827.3484509159,62790.5374679696,73329.3011619775,84388.8861769159
9191,Zuenoufla,CIV,0,0,0,12641,20407,24669,31150,34960,34768,34768,34768,34768,34768,34768,34768
5861,M'Bengue,CIV,0,0,0,0,0,0,16555,22858,30255,34533.5737391066,39088.9087380761,43813.095421417,48684.3720149041,53607.6623352524,58565.1265025886
9035,Yabayo,CIV,0,0,0,0,0,10525,17287,20642,27733,34298.7567582112,41609.9290475618,49540.6962653587,58057.677643349,67010.7975282035,76355.4260288013
2729,Diegonefla,CIV,0,0,0,0,11443,16777,36791,34452,34118,34118,34118,34118,34118,34118,34118
7800,Sassandra,CIV,0,0,0,10811,13751,16408,24087,27345,31293,34066.19097984,36818.3523237122,39454.6863243953,41961.079090641,44278.5152156715,46406.2135563431
3607,Grand-Lahou,CIV,0,0,0,0,0,30242,27475,29259,32081,33536.5890575346,34712.5713526991,35525.8818814593,35969.1007327741,36014.7481559227,36014.7481559227
2127,Bouna,CIV,0,0,0,0,13910,16517,18963,19275,26573,33374.1580159312,40984.4127108024,49278.0156900326,58220.3910165872,67655.6013082881,77535.4284111568
4987,Kononfla,CIV,0,0,0,0,12513,15824,20958,28774,32002,32177.6871985885,32177.6871985885,32177.6871985885,32177.6871985885,32177.6871985885,32177.6871985885
7676,Saioua,CIV,0,0,0,12512,21492,15035,27847,27637,30478,32061.06518511,33415.7312682685,34461.0462729634,35188.9438085904,35568.5521481852,35611.0669760608
2298,Buyo,CIV,0,0,0,0,0,14031,22359,26041,31514,31514,31514,31514,31514,31514,31514
2711,Dianra,CIV,0,0,0,0,0,0,18574,26597,29123,30398.5894790798,31411.8369704074,32087.8023891878,32419.982615397,32419.982615397,32419.982615397
5857,M'Batto,CIV,0,0,0,11393,16036,17024,17929,18807,24562,29830.9249167074,62150.0276923241,73096.5516663841,84785.5433843434,97007.9861385227,109705.1634847
1587,Bangolo,CIV,0,0,0,0,10555,13063,15687,17331,24876,29345.7188853759,34220.0234427731,39400.502518515,44864.4272172936,50510.9707899175,56315.2848320369
58,Aboude-Kouassikro,CIV,0,0,0,0,0,0,10620,11756,24522,29204.0538704005,34336.258041218,39818.7935651463,45627.8529660385,51657.4767468107,57880.2187809678
10249,Ancien - Prozi,CIV,0,0,0,0,0,0,0,0,27494,29122.0993695903,30581.3642299612,31796.732683339,32759.9117805188,33438.2915886559,33839.8322760959
6739,Niakaramadougou,CIV,0,0,0,0,0,0,14057,17278,23355,28991.462295257,35275.6035409106,42100.3745980092,49437.1196386819,57156.9030887316,65220.9939704149
3798,Hermankono-Garo,CIV,0,0,0,0,0,10422,13022,14610,24848,28653.53491506,32740.6049153197,37017.6177761948,41465.2192617497,45998.3843314094,50599.3425081325
1864,Biankouma,CIV,0,0,0,0,13757,17734,17703,18418,23940,28153.9934049314,32741.0668749501,37607.4030766921,42731.5731322234,48018.6276851349,53445.5896290495
3608,Grand-Zattry,CIV,0,0,0,0,0,19485,23027,24835,26910,27761.5565774787,28309.8684008873,28489.0188471717,28489.0188471717,28489.0188471717,28489.0188471717
4533,Kaouara,CIV,0,0,0,0,0,0,12544,20726,25731,27737.5894776881,29675.9826488995,31471.0164855985,33112.4763083109,34558.3502004088,35810.9231705992
2709,Diangobo,CIV,0,0,0,0,0,0,0,17608,22649,27224.7415210017,32262.9906066828,37668.9950068971,79491.026781754,90460.1739672744,101818.63755684
6271,Moussadougou,CIV,0,0,0,0,0,0,12000,16797,21944,26656.9323027269,31869.9819980185,37488.5005242088,43488.5254634478,49762.7866929568,56281.1286593895
1425,Azaguie,CIV,0,0,0,12106,14715,17053,14533,14260,20567,26474.4129245783,33127.7251026948,40423.0613509258,48330.391280645,56713.7079395214,0
3286,Fronan,CIV,0,0,0,0,0,0,15842,17108,22011,26462.2524172006,31363.803302886,36623.5246547231,42218.7835680062,48048.5530140646,54085.5380645857
2792,Djapadji,CIV,0,0,0,0,0,22901,26876,31453,26447,26447,26447,26447,26447,26447,26447
5524,Mahapleu,CIV,0,0,0,0,0,10059,14522,15334,21068,25702.1553251386,30836.8036463511,36379.9617795916,42308.0682251632,48515.5321754806,54972.2321980197
8271,Tafire,CIV,0,0,0,0,0,14378,18081,17667,21896,25616.8682418432,29654.1642884666,33923.4378725058,38405.7671695769,43017.4830344277,47738.9962191925
4409,Kahin-Zarabaon,CIV,0,0,0,0,0,0,15633,26155,25397,25397,25397,25397,25397,25397,25397
2717,Diawala,CIV,0,0,0,0,0,0,17174,20776,23474,25322.815013746,27112.8068878905,28775.2199692078,30300.6429164723,31650.3149185565,32826.1255332893
8498,Tiebissou,CIV,0,0,0,0,10979,16482,19434,19354,22650,25263.7084623762,27974.9907756691,30709.0600530372,33452.6192449832,36148.5186253505,38789.7064002639
1779,Belle-Ville,CIV,0,0,0,0,11377,16919,17603,18706,22248,25171.1166081635,28256.249646587,31426.3186460188,34666.4547954311,37912.054504558,41152.3857152131
5670,Mankono,CIV,0,0,0,0,11600,15589,17159,17157,23492,24632.054622529,25581.1556924454,26277.7222732291,26715.9441356598,26873.9333941446,26873.9333941446
2524,Dabouyo,CIV,0,0,0,0,0,0,13241,20400,20782,24511.8257627134,28578.8553322577,32900.9172895766,37459.0451399174,42169.1077730597,47010.3920553796
10724,Akoupe-Zeudji,CIV,0,0,0,0,0,0,0,0,17067,24358.5179756736,59986.2352493374,0,0,0,0
3571,Gonate,CIV,0,0,0,0,13021,13568,17540,19692,22332,24180.0353451759,25988.692865913,27691.6544214099,29279.5134947067,30713.2728076628,31993.7763358342
6750,Niapidou,CIV,0,0,0,0,0,0,10713,14537,19448,23989.0069163922,29040.9723779999,34516.3076778457,40391.9258160309,46564.091203554,53002.1836204308
3645,Guiberoua,CIV,0,0,0,0,0,12227,17195,18528,22078,23912.2530118709,25708.9220545951,27402.3696282834,28983.2594342558,30412.865500319,31691.9448009331
2049,Bonoufla,CIV,0,0,0,0,0,14675,20488,24117,23863,23863,23863,23863,23863,23863,23863
7285,Para,CIV,0,0,0,0,0,0,15299,18081,21254,23800.7907180311,26456.6568654389,29150.4625299167,31869.2517176917,34557.1556383944,37206.5498846868
8582,Tortiya,CIV,0,0,0,0,20959,23479,17865,16441,20324,23730.6462296419,27422.2451443758,31320.8886876293,35409.2527467219,39610.7957932217,43907.838578483
10588,Alepe,CIV,0,0,0,0,0,0,0,0,18975,23598.9529765512,28757.4055840544,34362.9312747642,40392.0219672941,46738.8622814917,53371.5083302444
183,Adiake,CIV,0,0,0,0,10229,14881,17652,19583,22625,23563.7093880318,24288.8900902731,24742.8547702145,24920.8168644394,24920.8168644394,24920.8168644394
3256,Flakiedougou,CIV,0,0,0,0,0,14450,12516,12538,18025,23163.7061138868,28948.9469582168,35290.078476319,42160.9779063278,49443.3662992196,57098.9175053728
3638,Guessabo,CIV,0,0,0,0,0,0,13294,14226,22050,23151.8687980744,24080.4185453451,24777.5247407341,25237.5722621011,25439.2600509801,25439.2600509801
4167,Jacqueville,CIV,0,0,0,0,0,13008,18355,11403,18700,23014.7389447437,27811.1845730419,33005.6422454397,38576.1751673343,44424.2660196806,50521.0243183725
9146,Zeaglo,CIV,0,0,0,0,0,18159,13183,12584,17888,22851.0526625124,28430.3205991593,34537.2388319673,41146.5771764715,48144.2067431553,55493.5536471108
2944,Ebilassokro,CIV,0,0,0,0,0,13497,15748,14691,18888,22696.9278759184,26890.2621151395,31389.0557210885,36173.9417218225,41158.4833761904,46319.3735934767
9042,Yakasse-Attobrou,CIV,0,0,0,0,0,0,10817,14626,18814,22615.7447351335,26801.8292740334,31293.5371557472,0,0,0
9119,Zaliohouan,CIV,0,0,0,0,10072,14036,22011,21445,22571,22571,22571,22571,22571,22571,22571
10647,Ellibou,CIV,0,0,0,0,0,0,0,0,18134,22567.8637115824,27515.2993930113,0,0,0,0
9187,Zoukougbeu,CIV,0,0,0,0,0,17299,16523,16767,19942,22561.9960490818,25327.1894865474,28168.4906426337,31072.5725674696,33981.531154801,36885.7482213332
3602,Grabo,CIV,0,0,0,0,0,0,0,15538,19201,22413.3263996799,25893.7285256433,29568.6650581139,33421.8000484131,37380.9661114584,41429.5259562519
288,Ahigbe-Koffikro,CIV,0,0,0,0,0,0,12290,15342,21607,21607,21607,21607,21607,21607,21607
2519,Dabakala,CIV,0,0,0,0,0,10257,13642,14526,18265,21601.8689434915,25246.0336745045,29124.6767290838,33220.8300802036,37459.1531373687,41820.8127577116
3438,Gbapleu,CIV,0,0,0,0,0,13533,21925,22834,21507,21507,21507,21507,21507,21507,21507
2078,Botro,CIV,0,0,0,0,0,0,13346,10283,16511,21498.7957749675,27131.0303796874,33321.8165617238,40045.7994602822,47187.9537833493,54710.170210093
6997,Ogoudou,CIV,0,0,0,0,0,0,12596,15188,18482,21313.0800865348,24353.6622938989,27535.6148781595,30844.5395001834,34217.1820947944,37640.3194382716
8412,Tchefrodouo,CIV,0,0,0,0,0,0,10560,10344,15989,21266.419218963,27251.0986382069,33855.3140677296,41052.2394995453,48719.8398672664,56816.4264478881
6737,Niable,CIV,0,0,0,0,11532,13088,15480,16190,18981,21205.1214182829,23517.2972782061,25854.5112065793,28205.4483706337,30521.4121046413,32796.1314141776
1877,Bieby,CIV,0,0,0,0,0,0,13658,17107,19414,21035.8156639495,22626.235671548,24127.4520813535,25531.2099759383,26803.2446083234,27944.1265385915
7299,Pelezi,CIV,0,0,0,0,0,14037,14274,14491,17956,21003.2741510462,24309.2833544586,27804.8147249593,31474.3718650199,35249.4377033996,39113.9912853251
5359,Luenoufla,CIV,0,0,0,0,11528,14655,21606,20187,20727,20727,20727,20727,20727,20727,20727
11001,Complexe Sucrier,CIV,0,0,0,0,0,0,0,0,14705,20633.6971017933,27412.8111733893,34950.7216888917,43217.29454652,52074.7071567888,61473.1200965624
11071,Attinguie,CIV,0,0,0,0,0,0,0,0,14229,20307.6771188236,0,0,0,0,0
1754,Bediala,CIV,0,0,0,0,0,0,11831,17774,20261,20261,20261,20261,20261,20261,20261
3446,Gbolouville,CIV,0,0,0,0,0,0,10500,12940,16745,20211.7603755005,24036.0496037785,28146.962087473,32526.8709854136,37097.004780212,41835.7383102391
7226,Oupoyo,CIV,0,0,0,0,0,0,15145,18895,20082,20082,20082,20082,20082,20082,20082
9043,Yakasse-Me,CIV,0,0,0,0,0,0,14416,10095,15250,20076.6270708586,25539.3490645028,31556.601680018,38103.8498880299,45069.6227067588,52416.370849245
38302,Kotobi,CIV,0,0,0,0,0,0,0,0,0,19757.2957095634,23448.0541694216,27411.2821724241,31629.9499557528,36028.0064722659,40584.7718932938
3654,Guinglo-Tahouake,CIV,0,0,0,0,0,0,11688,14154,17140,19687.4879859984,22414.7542876389,25259.4083335187,28208.493695559,31205.2062778649,34238.1175151018
6929,N'Zianouan,CIV,0,0,0,0,0,0,17740,12952,16486,19670.6629098411,23164.8306375826,26901.0194908949,30863.0361273179,34978.7652736738,39229.3599125639
3331,Galebre,CIV,0,0,0,0,0,0,13766,16843,18581,19554.049662802,20389.3299471395,21037.4075512471,21493.3244884735,21738.0709968462,21778.3877482104
2862,Doropo,CIV,0,0,0,0,0,0,12175,14787,17412,19529.0442058297,21741.1429238136,23989.7075091309,26263.9683608396,28517.4269343223,30743.5094894984
2549,Dakpadou,CIV,0,0,0,0,0,0,0,11754,15725,19396.625075369,23481.3790715528,27908.4415213257,32659.1454615032,37649.6156973643,42855.0946098791
47,Aboisso-Comoe,CIV,0,0,0,0,11197,15645,15663,16378,18203,19308.0985460778,20306.4717162051,21148.1465411762,21827.4943955827,22322.2782655494,22637.4776503831
3543,Gnato,CIV,0,0,0,0,0,0,29766,13158,16260,18979.7494539706,21926.4118332257,25037.7156509372,28299.8299042996,31651.6540596354,35079.1050037414
3641,Guezon,CIV,0,0,0,0,0,10404,13503,15902,17724,18856.6673991997,19895.9538834291,20792.6249780303,21540.9123455147,22117.8158504288,22527.5780736377
7679,Sakassou,CIV,0,0,0,0,0,12604,12882,13551,17157,18836.6641920222,20534.4093984415,22196.6406705863,23814.8108750008,25352.7744186938,26808.4002190206
5463,Mafere,CIV,0,0,0,0,0,0,14204,13484,16350,18799.5591849595,21424.2349822381,24164.3141420422,27007.3383975593,29898.6579974543,32827.1627022953
11110,Ayame,CIV,0,0,0,0,0,0,0,0,13992,18797.7807057137,24257.3593750339,30292.060224253,36877.4550923611,43902.2882251909,51328.0723232112
1865,Bianouan,CIV,0,0,0,0,0,11445,12744,13922,17305,18637.3625157398,19920.6729044594,21104.5558189932,22182.2286117648,23125.8447202326,23937.1242058448
3656,Guitry,CIV,0,0,0,0,0,0,11467,11762,15321,18574.7049547536,22170.7406641865,26043.3993090253,30176.1376327942,34494.9369620685,38979.1366942071
10992,Tieningboue,CIV,0,0,0,0,0,0,0,0,14733,18539.3155682762,22800.8281718794,27447.457063011,32459.8516819528,37750.7095959981,43292.9171161399
11081,Zaranou,CIV,0,0,0,0,0,0,0,0,14178,18462.2661332692,23300.1435398161,28617.8681473643,34393.6614066727,40528.7214472805,46990.3104738424
2529,Dagadji,CIV,0,0,0,0,0,19994,22606,21924,18435,18435,18435,18435,18435,18435,18435
3308,Gabiadji,CIV,0,0,0,0,0,18131,20946,17932,18304,18304,18304,18304,18304,18304,18304
3633,Guepahouo,CIV,0,0,0,0,0,12980,17546,20701,18263,18263,18263,18263,18263,18263,18263
1489,Bahe-Sebon,CIV,0,0,0,0,0,0,0,12344,15468,18247.0288777333,21277.5822861759,24498.4704165447,27895.5616728842,31406.1677730726,35014.8406663102
2069,Borotou-Koro,CIV,0,0,0,0,10249,10678,12630,12125,15337,18217.5756475453,24611.6026643684,28485.5435198653,32585.2633133186,36835.7525591701,41217.8317485802
3640,Gueyo,CIV,0,0,0,0,0,10215,12043,11955,15244,18212.4212053467,21471.4344159574,24958.3989435428,28658.2210819444,32503.6548803247,36477.0199220375
11384,Doke,CIV,0,0,0,0,0,0,0,0,12669,18148.0969954298,27727.7645556261,35672.7141403732,65615.5971943363,0,0
5033,Kouto,CIV,0,0,0,0,0,0,11021,11293,14852,18120.8576679972,21742.9097422583,25653.2919815945,29835.3844947949,34214.7032312747,38769.9926952848
3570,Gomon I,CIV,0,0,0,0,0,0,11259,10116,14238,18091.6124669337,22417.7100999654,27146.7839143468,32259.2434145614,37666.549934458,43340.6270996588
8966,Watte,CIV,0,0,0,0,0,0,0,21344,17947,17947,17947,17947,17947,17947,17947
11142,Offa,CIV,0,0,0,0,0,0,0,0,13823,17698.2916208321,22057.2195678872,26830.9371316001,31999.7439808648,37474.4927982279,43226.4923479279
2742,Dikodougou,CIV,0,0,0,0,0,0,13221,14339,16296,17681.5845246797,19045.3244200868,20338.4493253708,21553.9069407546,22662.3586662715,23664.0241492591
4978,Konedougou,CIV,0,0,0,0,0,0,0,10587,14224,17591.553265433,21341.430195516,25409.0981850179,29777.436356865,34369.4714077223,39162.3126804712
1199,Ananguie 1,CIV,0,0,0,0,0,0,0,10290,13977,17401.9221414801,21224.0750641171,25378.867809741,29848.8882036016,34555.7423717031,39475.6981194582
11157,Sérédou,CIV,0,0,0,0,0,0,0,0,13742,17350.2010412637,21393.752006334,25806.6966757548,30570.6918344697,0,0
11230,Kani,CIV,0,0,0,0,0,0,0,0,13374,17327.101255552,21786.0128988484,26682.0515932165,31995.1220054835,37634.1246364463,43569.1216687181
8109,Sinematiali,CIV,0,0,0,0,0,0,0,10445,13933,17155.0455709537,20737.3439069362,24617.4623212145,28779.0194635382,33148.4402134678,37704.1216327212
1201,Mignore,CIV,0,0,0,0,0,11088,12827,14413,15997,17053.0179384246,18031.0246546073,18886.2398821214,19613.2860349686,20190.6016173036,20621.6552108951
3554,Gohitafla,CIV,0,0,0,0,0,10101,10370,12420,14879,16938.3276696601,19125.4273063453,21387.6865400385,23714.6309343861,26060.5699794897,28417.2096036105
7227,Ouragahio,CIV,0,0,0,0,0,0,12072,11565,14329,16759.8364735378,19396.9763837321,22185.1966500186,25112.1356604244,28123.1379591387,31205.4284284001
8594,Touih,CIV,0,0,0,0,0,22024,16870,16400,16740,16740,16740,16740,16740,16740,16740
4962,Kolia,CIV,0,0,0,0,0,0,11372,12460,14783,16690.6505343439,18699.509579959,20758.7126134963,22858.55592427,24956.9375675823,27047.0971359507
11227,Bedy-Goazon,CIV,0,0,0,0,0,0,0,0,13405,16666.335556346,20304.2889059339,24257.1508176625,28508.3407125723,32983.2304365982,37659.3095490687
4979,Kong,CIV,0,0,0,0,0,0,0,12100,14549,16613.6810641968,18812.7907199352,21094.3641831643,23447.9000669211,25827.5067541036,28224.5283676792
53,Abongoua 1,CIV,0,0,0,0,0,0,0,10696,13793,16608.136122641,19710.2459464342,23041.3357239497,26587.0916682837,30283.5920746066,34113.4568951035
8081,Sietinfla,CIV,0,0,0,0,0,0,0,12556,14797,16607.218763843,18500.2846401483,20426.294878087,22376.0407954068,24309.742506099,26221.6946026624
3380,Garango,CIV,0,0,0,0,0,0,0,12551,14791,16600.2639733209,18492.3004049737,20417.2290258318,22365.8460093509,24298.3928542087,26209.1688276094
11356,Bazra - Nattis,CIV,0,0,0,0,0,0,0,0,12817,16424.2787653817,20482.6037415158,24927.9960103477,29742.1177416979,34841.9758255859,40200.8171424977
11370,Laoudi-Ba,CIV,0,0,0,0,0,0,0,0,12743,16375.4735179664,20464.9486190405,24947.3474129435,29804.2041139256,34951.9094372,40363.3725006103
9184,Zouan,CIV,0,0,0,0,0,0,21911,10206,13413,16357.5704379151,19619.7066074181,23140.9059568905,26906.197346485,30848.4936010693,34948.6796186084
1747,Becedi-Brignan,CIV,0,0,0,0,0,0,13284,16081,16072,16072,16072,16072,16072,16072,16072
2873,Doukouya,CIV,0,0,0,0,0,0,15102,15293,15909,15909,15909,15909,15909,15909,15909
1346,Assuefry,CIV,0,0,0,0,0,0,0,10029,13081,15873.3087110848,18960.5594088431,22286.5054220525,25836.9494850873,29548.3541997363,33402.9265826316
1742,Bazre,CIV,0,0,0,0,0,0,0,11708,15836,15836,15836,15836,15836,15836,15836
3555,Gohouo-Zagna,CIV,0,0,0,0,0,0,12260,17302,15821,15821,15821,15821,15821,15821,15821
9183,Zou,CIV,0,0,0,0,0,0,21911,19987,15814,15814,15814,15814,15814,15814,15814
11344,Gourane,CIV,0,0,0,0,0,0,0,0,12871,15775.9360086461,19000.3638660251,22487.3374697714,26222.0874672876,30138.3489699993,34216.930587921
11322,Dame,CIV,0,0,0,0,0,0,0,0,12961,15720.4350736754,18770.7565272111,22056.3075395277,25563.0579626339,29228.2260122663,33034.2595596723
11445,Dogbo,CIV,0,0,0,0,0,0,0,0,12381,15656.6593475211,19329.1666615521,23338.8454742389,27669.0432028832,32244.5621063048,37041.793521815
2712,Dianra-Village,CIV,0,0,0,0,0,0,14167,11122,13543,15626.247009635,17864.6329988911,21835.4369191113,24469.6069127849,27155.5873649907,29882.8092554126
11065,Akridou-Ladde/Akridou-Lasse,CIV,0,0,0,0,0,0,0,0,14251,15586.4869972377,16925.8925246011,18225.3067494862,19477.933456725,20655.1697210689,21755.8837313516
1735,Bayota,CIV,0,0,0,0,0,0,10873,15547,15549,15549,15549,15549,15549,15549,15549
