"continent";"iso_code";"sup";"lon";"lat";"country";"year";"idh";"idh_vie";"idh_rev";"idh_edu";"edu_esp";"edu_moy";"esp_vie";"pib_hab";"pop"
"Africa";"NGA";906469;8,09114033459286;9,61867891355803;"Nigeria";2012;0,499;0,485;0,584;0,438;8,7;5,9;51,5;4770;170076
"Africa";"RWA";24833;29,9270284816468;-1,99057429026376;"Rwanda";2012;0,501;0,677;0,42;0,441;11,3;3,8;64;1620;10840
"Africa";"SDN";1880175;29,9733973981068;16,0291611333855;"Sudan";2012;0,498;0,674;0,574;0,32;7,5;3,3;63,8;4480;35160
"Africa";"SEN";198945;-14,4607512918684;14,3592648156142;"Senegal";2012;0,491;0,699;0,502;0,337;9;2,6;65,5;2780;13232
"Africa";"SLE";71437;-11,7691393205187;8,54303476076321;"Sierra Leone";2012;0,427;0,545;0,405;0,352;8,6;3,4;55,5;1460;6789
"Africa";"SOM";635281;45,8467320618944;6,0448501687124;"Somalia";2012;0,318;0,472;0,322;0,211;1,8;4,8;50,7;840;12440
"Africa";"SSD";628755;30,3336011198808;7,29696841218381;"South Sudan";2012;0,377;0,552;0,288;0,337;5,2;5,7;55,9;670;10702
"Africa";"STP";520;6,70756497658304;0,450600365299652;"Sao Tome & Principe";2012;0,562;0,704;0,531;0,474;10,6;5,4;65,7;3370;190
"Africa";"SWZ";15920;31,524160198978;-26,570322194995;"Eswatini";2012;0,53;0,459;0,646;0,501;12,7;4,4;49,8;7220;1111
"Africa";"TCD";1274374;18,6581593521786;15,3104334862935;"Chad";2012;0,381;0,47;0,43;0,274;7,6;1,9;50,5;1720;12755
"Africa";"TGO";57243;0,981263373149609;8,53368506035608;"Togo";2012;0,487;0,586;0,429;0,46;11,9;3,8;58,1;1710;6927
"Africa";"TUN";153968;9,59532419283546;34,068561262626;"Tunisia";2012;0,716;0,855;0,696;0,618;14,2;6,7;75,6;10020;11174
"Africa";"TZA";893668;34,9694851008064;-6,43756445811502;"Tanzania";2012;0,501;0,647;0,457;0,426;8,8;5,4;62;2070;47786
"Africa";"UGA";210464;32,3380126475918;1,53548585129262;"Uganda";2012;0,504;0,597;0,45;0,475;11;5,1;58,8;1970;34273
"Africa";"ZAF";1222012;25,1959288018805;-28,9812879182551;"South Africa";2012;0,696;0,644;0,741;0,707;13,5;9,9;61,8;13520;53145
"Africa";"ZMB";755650;27,8255777437931;-13,4531131983767;"Zambia";2012;0,548;0,598;0,527;0,522;11;6,5;58,9;3270;14745
"Africa";"ZWE";390231;29,8735566917531;-18,9932270948681;"Zimbabwe";2012;0,522;0,548;0,458;0,566;10,9;7,9;55,6;2080;13265
